"OBJECTID,N,9,0","Region,C,254","Division,C,254","ID,N,19,11","School,C,254","Municipali,C,254","Legislativ,C,254","Total_Enro,N,19,11","Total_Inst,N,19,11","Color_Code,C,254","Barangay,C,254","Province,C,254","District,C,254","Type_of_Sc,C,254","GPS_Source,C,50"
12512,Region V,Camarines Sur,112497.00000000000,Union Elementary School,CALABANGA,3rd,1212.00000000000,30.00000000000,Blue,San Lucas,CAMARINES SUR,Calabanga,School with no Annexes,GPS Pinning (2009-10)
12513,Region V,Camarines Sur,112502.00000000000,Sua ES,CAMALIGAN,3rd,271.00000000000,11.00000000000,Blue,Sua,CAMARINES SUR,Camaligan,School with no Annexes,GPS Pinning (2009-10)
12514,Region V,Camarines Sur,112505.00000000000,Calambog ES,CANAMAN,3rd,79.00000000000,3.00000000000,Blue,San Jose East,CAMARINES SUR,Canaman,School with no Annexes,GPS Pinning (2009-10)
12515,Region V,Camarines Sur,112512.00000000000,Mangayawan ES,CANAMAN,3rd,282.00000000000,7.00000000000,Blue,Mangayawan,CAMARINES SUR,Canaman,School with no Annexes,GPS Pinning (2009-10)
12516,Region V,Camarines Sur,112514.00000000000,Poro ES,CANAMAN,3rd,281.00000000000,8.00000000000,Blue,Poro,CAMARINES SUR,Canaman,School with no Annexes,GPS Pinning (2009-10)
12517,Region V,Camarines Sur,112515.00000000000,San Francisco ES,CANAMAN,3rd,166.00000000000,5.00000000000,Blue,San Francisco,CAMARINES SUR,Canaman,School with no Annexes,GPS Pinning (2009-10)
12518,Region V,Camarines Sur,112529.00000000000,Cabacongan ES,CARAMOAN,4th,346.00000000000,7.00000000000,Yellow,Cabacongan,CAMARINES SUR,Caramoan,School with no Annexes,GPS Pinning (2009-10)
12519,Region V,Camarines Sur,112536.00000000000,Daraga ES,CARAMOAN,4th,99.00000000000,2.00000000000,Yellow,Daraga,CAMARINES SUR,Caramoan,School with no Annexes,GPS Pinning (2009-10)
12520,Region V,Camarines Sur,112537.00000000000,Gata ES,CARAMOAN,4th,307.00000000000,6.00000000000,Gold,Gata,CAMARINES SUR,Caramoan,School with no Annexes,GPS Pinning (2009-10)
12521,Region V,Camarines Sur,112538.00000000000,Gibgos ES,CARAMOAN,4th,453.00000000000,12.00000000000,Blue,Gibgos,CAMARINES SUR,Caramoan,School with no Annexes,GPS Pinning (2009-10)
12522,Region V,Camarines Sur,112577.00000000000,Del Gallego CS,DEL GALLEGO,1st,1305.00000000000,33.00000000000,Blue,Poblacion,CAMARINES SUR,Del Gallego,School with no Annexes,GPS Pinning (2009-10)
12523,Region V,Camarines Sur,112584.00000000000,San Juan ES,DEL GALLEGO,1st,261.00000000000,8.00000000000,Blue,Comadaycaday,CAMARINES SUR,Del Gallego,School with no Annexes,GPS Pinning (2009-10)
12524,Region V,Camarines Sur,112594.00000000000,Cagnipa ES,GARCHITORENA,4th,207.00000000000,3.00000000000,Red,Cagnipa,CAMARINES SUR,Garchitorena,School with no Annexes,GPS Pinning (2009-10)
12525,Region V,Camarines Sur,112595.00000000000,Canlong ES,GARCHITORENA,4th,150.00000000000,2.00000000000,Red,Canlong,CAMARINES SUR,Garchitorena,School with no Annexes,GPS Pinning (2009-10)
12526,Region V,Camarines Sur,112600.00000000000,Garchitorena CS,GARCHITORENA,4th,1316.00000000000,29.00000000000,Blue,Brgy 1 Poblacion,CAMARINES SUR,Garchitorena,School with no Annexes,GPS Pinning (2009-10)
12527,Region V,Camarines Sur,112607.00000000000,San Vicente ES,GARCHITORENA,4th,289.00000000000,5.00000000000,Red,San Vicente,CAMARINES SUR,Garchitorena,School with no Annexes,GPS Pinning (2009-10)
12528,Region V,Camarines Sur,112612.00000000000,Toytoy ES,GARCHITORENA,4th,357.00000000000,5.00000000000,Red,Toytoy,CAMARINES SUR,Garchitorena,School with no Annexes,GPS Pinning (2009-10)
12529,Region V,Camarines Sur,112655.00000000000,Burabod ES,LAGONOY,4th,503.00000000000,13.00000000000,Blue,Burabod,CAMARINES SUR,Lagonoy South,School with no Annexes,GPS Pinning (2009-10)
12530,Region V,Camarines Sur,112663.00000000000,Panagan ES,LAGONOY,4th,108.00000000000,6.00000000000,Blue,Panagan,CAMARINES SUR,Lagonoy South,School with no Annexes,GPS Pinning (2009-10)
12531,Region V,Camarines Sur,112676.00000000000,Concepcion ES,LIBMANAN,2nd,225.00000000000,5.00000000000,Blue,Concepcion,CAMARINES SUR,Libmanan North,School with no Annexes,GPS Pinning (2009-10)
12532,Region V,Camarines Sur,112680.00000000000,Labao ES,LIBMANAN,2nd,269.00000000000,7.00000000000,Blue,Labao,CAMARINES SUR,Libmanan North,School with no Annexes,GPS Pinning (2009-10)
12533,Region V,Camarines Sur,112693.00000000000,San Juan ES,LIBMANAN,2nd,601.00000000000,17.00000000000,Blue,Handong,CAMARINES SUR,Libmanan North,School with no Annexes,GPS Pinning (2009-10)
12534,Region V,Camarines Sur,112693.00000000000,San Juan ES,LIBMANAN,2nd,601.00000000000,17.00000000000,Blue,Handong,CAMARINES SUR,Libmanan North,School with no Annexes,GPS Pinning (2009-10)
12535,Region V,Camarines Sur,112697.00000000000,Tarum ES,LIBMANAN,2nd,191.00000000000,6.00000000000,Blue,Tarum,CAMARINES SUR,Libmanan North,School with no Annexes,GPS Pinning (2009-10)
12536,Region V,Camarines Sur,112698.00000000000,Umalo ES,LIBMANAN,2nd,256.00000000000,5.00000000000,Gold,Umalo,CAMARINES SUR,Libmanan North,School with no Annexes,GPS Pinning (2009-10)
12537,Region V,Camarines Sur,112761.00000000000,Casuray ES,MAGARAO,3rd,346.00000000000,8.00000000000,Blue,Casuray,CAMARINES SUR,Magarao-Bombon,School with no Annexes,GPS Pinning (2009-10)
12538,Region V,Camarines Sur,112762.00000000000,Magarao CS,MAGARAO,3rd,1381.00000000000,36.00000000000,Blue,San Isidro,CAMARINES SUR,Magarao-Bombon,School with no Annexes,GPS Pinning (2009-10)
12539,Region V,Camarines Sur,112768.00000000000,San Roque ES,BOMBON,3rd,559.00000000000,13.00000000000,Blue,San Roque,CAMARINES SUR,Magarao-Bombon,School with no Annexes,GPS Pinning (2009-10)
12540,Region V,Camarines Sur,112769.00000000000,Siembre ES,BOMBON,3rd,380.00000000000,9.00000000000,Blue,Siembre,CAMARINES SUR,Magarao-Bombon,School with no Annexes,GPS Pinning (2009-10)
12541,Region V,Camarines Sur,112814.00000000000,Baras ES,NABUA,5th,308.00000000000,10.00000000000,Blue,Sta. Elena,CAMARINES SUR,Nabua East,School with no Annexes,GPS Pinning (2009-10)
12542,Region V,Camarines Sur,112819.00000000000,Naipitan ES,NABUA,5th,215.00000000000,6.00000000000,Blue,Lourdes Old,CAMARINES SUR,Nabua East,School with no Annexes,GPS Pinning (2009-10)
12543,Region V,Camarines Sur,112820.00000000000,Ogbon ES,NABUA,5th,432.00000000000,15.00000000000,Blue,"San Antonio, Ogbon",CAMARINES SUR,Nabua East,School with no Annexes,GPS Pinning (2009-10)
12544,Region V,Camarines Sur,112824.00000000000,San Jose ES,NABUA,5th,200.00000000000,6.00000000000,Blue,San Jose,CAMARINES SUR,Nabua East,School with no Annexes,GPS Pinning (2009-10)
12545,Region V,Camarines Sur,112825.00000000000,San Vicente ES,NABUA,5th,511.00000000000,13.00000000000,Blue,San Vicente,CAMARINES SUR,Nabua East,School with no Annexes,GPS Pinning (2009-10)
12546,Region V,Camarines Sur,112826.00000000000,Santiago Old ES,NABUA,5th,277.00000000000,7.00000000000,Blue,Santiago Old,CAMARINES SUR,Nabua East,School with no Annexes,GPS Pinning (2009-10)
12547,Region V,Camarines Sur,112827.00000000000,Santiago Young ES,NABUA,5th,519.00000000000,14.00000000000,Blue,Santiago Young,CAMARINES SUR,Nabua East,School with no Annexes,GPS Pinning (2009-10)
12548,Region V,Camarines Sur,112828.00000000000,Sta. Barbara ES,NABUA,5th,271.00000000000,7.00000000000,Blue,Sta. Barbara,CAMARINES SUR,Nabua East,School with no Annexes,GPS Pinning (2009-10)
12549,Region V,Camarines Sur,112838.00000000000,Nabua West CS,NABUA,5th,1525.00000000000,35.00000000000,Blue,La Purisima,CAMARINES SUR,Nabua West,School with no Annexes,GPS Pinning (2009-10)
12550,Region V,Camarines Sur,112842.00000000000,Sogod ES,NABUA,5th,194.00000000000,6.00000000000,Blue,Topas,CAMARINES SUR,Nabua West,School with no Annexes,GPS Pinning (2009-10)
12551,Region V,Camarines Sur,112845.00000000000,Tandaay ES,NABUA,5th,343.00000000000,11.00000000000,Blue,Tandaay,CAMARINES SUR,Nabua West,School with no Annexes,GPS Pinning (2009-10)
12552,Region V,Camarines Sur,112847.00000000000,Ayugan ES,OCAMPO,3rd,300.00000000000,8.00000000000,Blue,Ayugan,CAMARINES SUR,Ocampo,School with no Annexes,GPS Pinning (2009-10)
12553,Region V,Camarines Sur,112854.00000000000,Hibago ES,OCAMPO,3rd,638.00000000000,15.00000000000,Blue,Hibago,CAMARINES SUR,Ocampo,School with no Annexes,GPS Pinning (2009-10)
12554,Region V,Camarines Sur,112862.00000000000,San Jose Oras ES,OCAMPO,3rd,301.00000000000,7.00000000000,Blue,San Jose Oras,CAMARINES SUR,Ocampo,School with no Annexes,GPS Pinning (2009-10)
12555,Region V,Camarines Sur,112919.00000000000,Bagong Sirang ES,PILI (Capital),3rd,438.00000000000,10.00000000000,Blue,Bagong Sirang,CAMARINES SUR,Pili,School with no Annexes,GPS Pinning (2009-10)
12556,Region V,Camarines Sur,112924.00000000000,Caroyroyan ES,PILI (Capital),3rd,763.00000000000,13.00000000000,Red,Caroyroyan,CAMARINES SUR,Pili,School with no Annexes,GPS Pinning (2009-10)
12557,Region V,Camarines Sur,112928.00000000000,La Purisima ES,PILI (Capital),3rd,395.00000000000,12.00000000000,Blue,La Purisima,CAMARINES SUR,Pili,School with no Annexes,GPS Pinning (2009-10)
12558,Region V,Camarines Sur,112930.00000000000,Pawili ES,PILI (Capital),3rd,220.00000000000,6.00000000000,Blue,Pawili,CAMARINES SUR,Pili,School with no Annexes,GPS Pinning (2009-10)
12559,Region V,Camarines Sur,112934.00000000000,R. Malanyaon ES,PILI (Capital),3rd,177.00000000000,4.00000000000,Blue,Binanuaanan,CAMARINES SUR,Pili,School with no Annexes,GPS Pinning (2009-10)
12560,Region V,Camarines Sur,113127.00000000000,Sagrada ES,TINAMBAC,4th,290.00000000000,8.00000000000,Blue,Sagrada,CAMARINES SUR,Tinambac North,School with no Annexes,GPS Pinning (2009-10)
12561,Region V,Camarines Sur,113128.00000000000,San Antonio ES,TINAMBAC,4th,274.00000000000,4.00000000000,Red,San Antonio,CAMARINES SUR,Tinambac North,School with no Annexes,GPS Pinning (2009-10)
12562,Region V,Camarines Sur,113152.00000000000,Tinambac South CS II,TINAMBAC,4th,875.00000000000,4.00000000000,Red,San Pascual,CAMARINES SUR,Tinambac South,School with no Annexes,GPS Pinning (2009-10)
12563,Region V,Camarines Sur,173511.00000000000,Binaliw ES,CALABANGA,3rd,165.00000000000,3.00000000000,Gold,Binaliw,CAMARINES SUR,Calabanga,School with no Annexes,GPS Pinning (2009-10)
12564,Region V,Catanduanes,113260.00000000000,Comagaycay ES,SAN ANDRES (CALOLBON),Lone,237.00000000000,7.00000000000,Blue,Comagaycay,CATANDUANES,San Andres East,School with no Annexes,GPS Pinning (2009-10)
12565,Region V,Catanduanes,113264.00000000000,San Andres CES,SAN ANDRES (CALOLBON),Lone,777.00000000000,29.00000000000,Blue,Sapang Palay,CATANDUANES,San Andres East,School with no Annexes,GPS Pinning (2009-10)
12566,Region V,Iriga City,114421.00000000000,Salvacion ES,IRIGA CITY,5th,389.00000000000,10.00000000000,Blue,Salvacion,CAMARINES SUR,Iriga Central District,School with no Annexes,GPS Pinning (2009-10)
12567,Region V,Iriga City,114428.00000000000,Sta. Cruz Sur ES,IRIGA CITY,5th,374.00000000000,10.00000000000,Blue,Sta. Cruz Sur,CAMARINES SUR,Iriga Central District,School with no Annexes,GPS Pinning (2009-10)
12568,Region V,Iriga City,114434.00000000000,Sagrada ES,IRIGA CITY,5th,390.00000000000,12.00000000000,Blue,Sagrada,CAMARINES SUR,Iriga North District,School with no Annexes,GPS Pinning (2009-10)
12569,Region V,Iriga City,114448.00000000000,La Purisima ES,IRIGA CITY,5th,200.00000000000,6.00000000000,Blue,La Purisima,CAMARINES SUR,Iriga South District,School with no Annexes,GPS Pinning (2009-10)
12570,Region V,Iriga City,114450.00000000000,San Antonio ES,IRIGA CITY,5th,572.00000000000,19.00000000000,Blue,San Antonio,CAMARINES SUR,Iriga South District,School with no Annexes,GPS Pinning (2009-10)
12571,Region V,Iriga City,114452.00000000000,San Vicente Sur ES,IRIGA CITY,5th,249.00000000000,8.00000000000,Blue,San Vicente Sur,CAMARINES SUR,Iriga South District,School with no Annexes,GPS Pinning (2009-10)
12572,Region V,Legaspi City,114466.00000000000,Bagumbayan CS,LEGAZPI CITY (Capital),2nd,1161.00000000000,34.00000000000,Blue,Bagumbayan,ALBAY,Albay II District,School with no Annexes,GPS Pinning (2009-10)
12573,Region V,Legaspi City,114473.00000000000,San Francisco ES,LEGAZPI CITY (Capital),2nd,422.00000000000,13.00000000000,Blue,San Francisco,ALBAY,Albay II District,School with no Annexes,GPS Pinning (2009-10)
12574,Region V,Legaspi City,114481.00000000000,Legazpi Port Elementary School,LEGAZPI CITY (Capital),2nd,1427.00000000000,22.00000000000,Red,Centro Baybay,ALBAY,Legazpi Port I District,School with no Annexes,GPS Pinning (2009-10)
12575,Region V,Legaspi City,114490.00000000000,Gogon CS,LEGAZPI CITY (Capital),2nd,881.00000000000,26.00000000000,Blue,Gogon,ALBAY,Legazpi Port II District,School with no Annexes,GPS Pinning (2009-10)
12576,Region V,Legaspi City,114493.00000000000,Rawis ES,LEGAZPI CITY (Capital),2nd,929.00000000000,24.00000000000,Blue,Rawis,ALBAY,Legazpi Port II District,School with no Annexes,GPS Pinning (2009-10)
12577,Region V,Ligao City,111850.00000000000,Sta. Cruz ES,CITY OF LIGAO,3rd,199.00000000000,6.00000000000,Blue,Sta. Cruz,ALBAY,Ligao West District,School with no Annexes,GPS Pinning (2009-10)
12578,Region V,Masbate,113605.00000000000,Deagan ES,DIMASALANG,3rd,278.00000000000,4.00000000000,Red,MAGCARAGUIT,MASBATE,Dimasalang,School with no Annexes,GPS Pinning (2009-10)
12579,Region V,Naga City,114510.00000000000,San Isidro ES,NAGA CITY,3rd,565.00000000000,15.00000000000,Blue,San Isidro,CAMARINES SUR,Naga South District,School with no Annexes,GPS Pinning (2009-10)
12580,Region V,Sorsogon,114027.00000000000,San Francisco ES,BULAN,2nd,553.00000000000,13.00000000000,Blue,San Francisco,SORSOGON,Bulan North,School with no Annexes,GPS Pinning (2009-10)
12581,Region V,Sorsogon,114029.00000000000,San Juan Daan ES,BULAN,2nd,241.00000000000,6.00000000000,Blue,San Juan Daan,SORSOGON,Bulan North,School with no Annexes,GPS Pinning (2009-10)
12582,Region V,Sorsogon,114037.00000000000,Fabrica ES,BULAN,2nd,343.00000000000,7.00000000000,Yellow,Fabrica,SORSOGON,Bulan South,School with no Annexes,GPS Pinning (2009-10)
12583,Region V,Sorsogon,114059.00000000000,Bulusan CS,BULUSAN,2nd,659.00000000000,21.00000000000,Blue,Poctol,SORSOGON,Bulusan,School with no Annexes,GPS Pinning (2009-10)
12584,Region V,Sorsogon,114151.00000000000,San Antonio ES,DONSOL,1st,147.00000000000,6.00000000000,Blue,San Antonio,SORSOGON,Donsol East,School with no Annexes,GPS Pinning (2009-10)
12585,Region V,Sorsogon,114359.00000000000,San Antonio ES,PILAR,1st,429.00000000000,10.00000000000,Blue,San Antonio,SORSOGON,Pilar I,School with no Annexes,GPS Pinning (2009-10)
12586,Region V,Sorsogon City,114532.00000000000,Sta. Teresita ES,CITY OF SORSOGON (Capital),1st,80.00000000000,3.00000000000,Blue,"Sta. Teresita, Bato",SORSOGON,Bacon East,School with no Annexes,GPS Pinning (2009-10)
12587,Region V,Sorsogon City,114555.00000000000,Buhatan Integrated National School,CITY OF SORSOGON (Capital),1st,428.00000000000,12.00000000000,Blue,Buhatan,SORSOGON,Sorsogon East,School with no Annexes,GPS Pinning (2009-10)
12588,Region V,Sorsogon City,114581.00000000000,Sorsogon Pilot ES,CITY OF SORSOGON (Capital),1st,3152.00000000000,58.00000000000,Gold,Talisay,SORSOGON,Sorsogon West,School with no Annexes,GPS Pinning (2009-10)
12589,Region V,Tabaco City,114591.00000000000,Matagbac ES,CITY OF TABACO,1st,353.00000000000,11.00000000000,Blue,MATAGBAC,ALBAY,Tabaco North,School with no Annexes,GPS Pinning (2009-10)
12590,Region V,Tabaco City,114612.00000000000,Cobo ES,CITY OF TABACO,1st,309.00000000000,7.00000000000,Blue,COBO,ALBAY,Tabaco South,School with no Annexes,GPS Pinning (2009-10)
12591,Region V,Tabaco City,114618.00000000000,Rawis ES,CITY OF TABACO,1st,285.00000000000,8.00000000000,Blue,RAWIS,ALBAY,Tabaco East,School with no Annexes,GPS Pinning (2009-10)
12592,Region V,Tabaco City,114622.00000000000,San Ramon ES,CITY OF TABACO,1st,462.00000000000,13.00000000000,Blue,SAN RAMON,ALBAY,Tabaco South,School with no Annexes,GPS Pinning (2009-10)
12593,Region V,Tabaco City,114623.00000000000,San Roque ES,CITY OF TABACO,1st,633.00000000000,12.00000000000,Gold,SAN ROQUE,ALBAY,Tabaco East,School with no Annexes,GPS Pinning (2009-10)
12594,Region VI,Aklan,114682.00000000000,Bay-ang Elementary School,BATAN,Lone,382.00000000000,12.00000000000,Blue,BAY-ANG,AKLAN,Batan,School with no Annexes,GPS Pinning (2009-10)
12595,Region VI,Aklan,114884.00000000000,Libertad ES,NABAS,Lone,290.00000000000,6.00000000000,Yellow,LIBERTAD,AKLAN,Nabas,School with no Annexes,GPS Pinning (2009-10)
12596,Region VI,Aklan,114887.00000000000,Nabas ES,NABAS,Lone,909.00000000000,25.00000000000,Blue,POBLACION,AKLAN,Nabas,School with no Annexes,GPS Pinning (2009-10)
12597,Region VI,Aklan,114934.00000000000,Tagas Elem. School,TANGALAN,Lone,273.00000000000,10.00000000000,Blue,TAGAS,AKLAN,Tangalan,School with no Annexes,GPS Pinning (2009-10)
12598,Region VI,Aklan,114936.00000000000,Tangalan ES,TANGALAN,Lone,570.00000000000,23.00000000000,Blue,POBLACION,AKLAN,Tangalan,School with no Annexes,GPS Pinning (2009-10)
12599,Region VI,Iloilo,115957.00000000000,Dalid ES,ALIMODIAN,2nd,182.00000000000,9.00000000000,Blue,DALID,ILOILO,Alimodian II,School with no Annexes,GPS Pinning (2009-10)
12600,Region VI,Iloilo,116047.00000000000,Jalaud Elementary School,BAROTAC NUEVO,4th,405.00000000000,14.00000000000,Blue,0,ILOILO,Barotac Nuevo,School with no Annexes,GPS Pinning (2009-10)
12601,Region VI,Iloilo,116329.00000000000,Sapao ES,DUMANGAS,4th,264.00000000000,15.00000000000,Blue,SAPAO,ILOILO,Dumangas I,School with no Annexes,GPS Pinning (2009-10)
12602,Region VI,Iloilo,116365.00000000000,P.G. Garin MES,GUIMBAL,1st,260.00000000000,10.00000000000,Blue,BULAD,ILOILO,Guimbal,School with no Annexes,GPS Pinning (2009-10)
12603,Region VI,Iloilo,116372.00000000000,Calampitao ES,IGBARAS,1st,190.00000000000,9.00000000000,Blue,CALAMPITAO,ILOILO,Igbaras,School with no Annexes,GPS Pinning (2009-10)
12604,Region VI,Iloilo,116375.00000000000,Igbaras CES,IGBARAS,1st,1031.00000000000,37.00000000000,Blue,BARANGAY 2 POBLACION,ILOILO,Igbaras,School with no Annexes,GPS Pinning (2009-10)
12605,Region VI,Iloilo,116375.00000000000,Igbaras CES,IGBARAS,1st,1031.00000000000,37.00000000000,Blue,BARANGAY 2 POBLACION,ILOILO,Igbaras,School with no Annexes,GPS Pinning (2009-10)
12606,Region VI,Iloilo,116507.00000000000,Isian Norte Elementary School,LEON,2nd,169.00000000000,9.00000000000,Blue,ISIAN NORTE,ILOILO,Leon I,School with no Annexes,GPS Pinning (2009-10)
12607,Region VI,Iloilo,116508.00000000000,Isian Victoria Elementary School,LEON,2nd,197.00000000000,8.00000000000,Blue,ISIAN VICTORIA,ILOILO,Leon I,School with no Annexes,GPS Pinning (2009-10)
12608,Region VI,Iloilo,116511.00000000000,Oluangan Elementary School,LEON,2nd,111.00000000000,9.00000000000,Blue,OLUANGAN,ILOILO,Leon I,School with no Annexes,GPS Pinning (2009-10)
12609,Region VI,Iloilo,116516.00000000000,Agboy Elementary School,LEON,2nd,292.00000000000,12.00000000000,Blue,AGBOY SUR,ILOILO,Leon II,School with no Annexes,GPS Pinning (2009-10)
12610,Region VI,Iloilo,116517.00000000000,Anonang Elementary School,LEON,2nd,175.00000000000,8.00000000000,Blue,ANONANG,ILOILO,Leon II,School with no Annexes,GPS Pinning (2009-10)
12611,Region VI,Iloilo,116564.00000000000,Aguiauan ES,MIAGAO,1st,281.00000000000,18.00000000000,Blue,AGUIAUAN,ILOILO,Miagao East,School with no Annexes,GPS Pinning (2009-10)
12612,Region VI,Iloilo,116570.00000000000,Miagao CES,MIAGAO,1st,1752.00000000000,50.00000000000,Blue,UBOS ILAWOD (POB.),ILOILO,Miagao East,School with no Annexes,GPS Pinning (2009-10)
12613,Region VI,Iloilo,116577.00000000000,Valencia ES,MIAGAO,1st,322.00000000000,14.00000000000,Blue,MANINILA,ILOILO,Miagao East,School with no Annexes,GPS Pinning (2009-10)
12614,Region VI,Iloilo,116607.00000000000,Bilidan ES,NEW LUCENA,2nd,122.00000000000,8.00000000000,Blue,BILIDAN,ILOILO,New Lucena,School with no Annexes,GPS Pinning (2009-10)
12615,Region VI,Iloilo,116620.00000000000,Botong-Cabanbanan ES,OTON,1st,584.00000000000,18.00000000000,Blue,CABANBANAN,ILOILO,Oton,School with no Annexes,GPS Pinning (2009-10)
12616,Region VI,Iloilo,116644.00000000000,Tigum ANP Pilot ES,PAVIA,2nd,345.00000000000,13.00000000000,Blue,TIGUM,ILOILO,Pavia,School with no Annexes,GPS Pinning (2009-10)
12617,Region VI,Iloilo,116721.00000000000,Balbino Seron Elementary School,SAN JOAQUIN,1st,480.00000000000,20.00000000000,Blue,0,ILOILO,San Joaquin North,School with no Annexes,GPS Pinning (2009-10)
12618,Region VI,Iloilo,116839.00000000000,Tigbauan CES,TIGBAUAN,1st,1540.00000000000,47.00000000000,Blue,0,ILOILO,Tigbauan,School with no Annexes,GPS Pinning (2009-10)
12619,Region VI,Iloilo,116840.00000000000,Adgao-Tagpuan-Ingay ES,TUBUNGAN,1st,246.00000000000,11.00000000000,Blue,0,ILOILO,Tubungan,School with no Annexes,GPS Pinning (2009-10)
12620,Region VI,Iloilo,116843.00000000000,Cadabdab ES,TUBUNGAN,1st,147.00000000000,8.00000000000,Blue,0,ILOILO,Tubungan,School with no Annexes,GPS Pinning (2009-10)
12621,Region VI,Negros Occidental,116889.00000000000,Paglaum Village ES,BINALBAGAN,5th,356.00000000000,16.00000000000,Blue,PAGLAUM,NEGROS OCCIDENTAL,Binalbagan II,School with no Annexes,GPS Pinning (2009-10)
12622,Region VI,Negros Occidental,116901.00000000000,Calatrava I ES,CALATRAVA,1st,949.00000000000,26.00000000000,Blue,-LOOK,NEGROS OCCIDENTAL,Calatrava I,School with no Annexes,GPS Pinning (2009-10)
12623,Region VI,Negros Occidental,116937.00000000000,Tigbao ES,CALATRAVA,1st,324.00000000000,14.00000000000,Blue,-TIGBAO,NEGROS OCCIDENTAL,Calatrava II,School with no Annexes,GPS Pinning (2009-10)
12624,Region VI,Negros Occidental,116989.00000000000,Tuyom ES,CAUAYAN,6th,755.00000000000,10.00000000000,Red,TUYOM,NEGROS OCCIDENTAL,Cauayan I,School with no Annexes,GPS Pinning (2009-10)
12625,Region VI,Escalante City,117040.00000000000,Cervantes ES,CITY OF ESCALANTE,1st,411.00000000000,14.00000000000,Blue,0,NEGROS OCCIDENTAL,Escalante I,School with no Annexes,GPS Pinning (2009-10)
12626,Region VI,Escalante City,117045.00000000000,Hacienda Fe ES,CITY OF ESCALANTE,1st,279.00000000000,7.00000000000,Blue,0,NEGROS OCCIDENTAL,Escalante I,School with no Annexes,GPS Pinning (2009-10)
12627,Region VI,Escalante City,117053.00000000000,Binaguiohan ES,CITY OF ESCALANTE,1st,465.00000000000,13.00000000000,Blue,BINAGUIOHAN,NEGROS OCCIDENTAL,Escalante II,School with no Annexes,GPS Pinning (2009-10)
12628,Region VI,Escalante City,117054.00000000000,Buenavista ES,CITY OF ESCALANTE,1st,444.00000000000,14.00000000000,Blue,0,NEGROS OCCIDENTAL,Escalante II,School with no Annexes,GPS Pinning (2009-10)
12629,Region VI,Escalante City,117057.00000000000,Japitan ES,CITY OF ESCALANTE,1st,406.00000000000,15.00000000000,Blue,0,NEGROS OCCIDENTAL,Escalante II,School with no Annexes,GPS Pinning (2009-10)
12630,Region VI,Escalante City,117058.00000000000,Langub ES,CITY OF ESCALANTE,1st,438.00000000000,16.00000000000,Blue,0,NEGROS OCCIDENTAL,Escalante II,School with no Annexes,GPS Pinning (2009-10)
12631,Region VI,Escalante City,117059.00000000000,Libertad ES,CITY OF ESCALANTE,1st,462.00000000000,14.00000000000,Blue,LIBERTAD,NEGROS OCCIDENTAL,Escalante II,School with no Annexes,GPS Pinning (2009-10)
12632,Region VI,Escalante City,117063.00000000000,Pinapugasan ES,CITY OF ESCALANTE,1st,606.00000000000,16.00000000000,Blue,0,NEGROS OCCIDENTAL,Escalante II,School with no Annexes,GPS Pinning (2009-10)
12633,Region VI,Escalante City,117064.00000000000,Rizal ES,CITY OF ESCALANTE,1st,461.00000000000,16.00000000000,Blue,RIZAL,NEGROS OCCIDENTAL,Escalante II,School with no Annexes,GPS Pinning (2009-10)
12634,Region VI,Negros Occidental,117119.00000000000,Tagda ES,HINIGARAN,5th,799.00000000000,22.00000000000,Blue,TAGDA,NEGROS OCCIDENTAL,Hinigaran I,School with no Annexes,GPS Pinning (2009-10)
12635,Region VI,Negros Occidental,117212.00000000000,Tinongan ES,ISABELA,5th,615.00000000000,20.00000000000,Blue,TINONGAN,NEGROS OCCIDENTAL,Isabela II,School with no Annexes,GPS Pinning (2009-10)
12636,Region VI,Negros Occidental,117250.00000000000,North Negros ES,MANAPLA,2nd,677.00000000000,19.00000000000,Blue,PURISIMA,NEGROS OCCIDENTAL,Manapla,School with no Annexes,GPS Pinning (2009-10)
12637,Region VI,Negros Occidental,117336.00000000000,Salvador Benedicto ES,SALVADOR BENEDICTO,1st,414.00000000000,13.00000000000,Blue,IGMAYA-AN,NEGROS OCCIDENTAL,Salvador Benedicto,School with no Annexes,GPS Pinning (2009-10)
12638,Region VI,Negros Occidental,117383.00000000000,Efigenio Enrica Lizares Memorial School,CITY OF TALISAY,3rd,1430.00000000000,40.00000000000,Blue,ZONE 12,NEGROS OCCIDENTAL,Talisay I,School with no Annexes,GPS Pinning (2009-10)
12639,Region VI,Negros Occidental,117405.00000000000,General Luna ES,TOBOSO,1st,307.00000000000,10.00000000000,Blue,GEN. LUNA,NEGROS OCCIDENTAL,Toboso,School with no Annexes,GPS Pinning (2009-10)
12640,Region VI,Negros Occidental,117418.00000000000,Toboso CS,TOBOSO,1st,1165.00000000000,37.00000000000,Blue,POBLACION,NEGROS OCCIDENTAL,Toboso,School with no Annexes,GPS Pinning (2009-10)
12641,Region VI,Negros Occidental,117442.00000000000,P. A. Cuaycong ES,CITY OF VICTORIAS,3rd,1099.00000000000,36.00000000000,Blue,XX,NEGROS OCCIDENTAL,Victorias II,School with no Annexes,GPS Pinning (2009-10)
12642,Region VI,Bacolod City,117449.00000000000,Andres Bonifacio I ES,BACOLOD CITY (Capital),Lone,1670.00000000000,55.00000000000,Blue,0,NEGROS OCCIDENTAL,Bacolod City I District,School with no Annexes,GPS Pinning (2009-10)
